mode,episode,total_reward,steps,success,final_info
tracking,55,2.3775391578674316,8,True,"{'detected': True, 'success': True, 'target_pos': [31.013046264648438, 49.311302185058594], 'target_vel': [-0.9711953997612, -3.8803067207336426], 'last_known_pos': [31.013046264648438, 49.311302185058594], 'last_known_vel': [-0.9711953997612, -3.8803067207336426]}"
tracking,56,10.282265290617943,207,True,"{'detected': True, 'success': True, 'target_pos': [11.947211265563965, 64.59333038330078], 'target_vel': [-2.5839176177978516, 3.0534191131591797], 'last_known_pos': [11.947211265563965, 64.59333038330078], 'last_known_vel': [-2.5839176177978516, 3.0534191131591797]}"
tracking,57,3.0217130265682934,40,True,"{'detected': True, 'success': True, 'target_pos': [61.93560791015625, 46.318336486816406], 'target_vel': [0.48105528950691223, 3.9709677696228027], 'last_known_pos': [61.93560791015625, 46.318336486816406], 'last_known_vel': [0.48105528950691223, 3.9709677696228027]}"
tracking,58,10.369365833826363,300,False,"{'detected': False, 'success': False, 'target_pos': [54.28475570678711, 63.02354049682617], 'target_vel': [3.765381097793579, 1.349779486656189], 'last_known_pos': [42.98861312866211, 58.974205017089844], 'last_known_vel': [3.765381336212158, 1.3497787714004517]}"
tracking,59,9.196476387925445,232,True,"{'detected': True, 'success': True, 'target_pos': [38.19390869140625, 84.15717315673828], 'target_vel': [-3.6816208362579346, 1.5638631582260132], 'last_known_pos': [38.19390869140625, 84.15717315673828], 'last_known_vel': [-3.6816208362579346, 1.5638631582260132]}"
tracking,60,2.198528231307864,55,True,"{'detected': True, 'success': True, 'target_pos': [54.19148254394531, 66.12229919433594], 'target_vel': [-3.5487232208251953, 1.845687747001648], 'last_known_pos': [54.19148254394531, 66.12229919433594], 'last_known_vel': [-3.5487232208251953, 1.845687747001648]}"
tracking,61,1.703246172517538,8,True,"{'detected': True, 'success': True, 'target_pos': [30.529449462890625, 70.90796661376953], 'target_vel': [-0.9337671995162964, -3.8894829750061035], 'last_known_pos': [30.529449462890625, 70.90796661376953], 'last_known_vel': [-0.9337671995162964, -3.8894829750061035]}"
tracking,62,5.591728398043662,78,True,"{'detected': True, 'success': True, 'target_pos': [48.318084716796875, 83.82304382324219], 'target_vel': [1.321338176727295, 3.7754557132720947], 'last_known_pos': [48.318084716796875, 83.82304382324219], 'last_known_vel': [1.321338176727295, 3.7754557132720947]}"
tracking,63,1.545950597152114,13,True,"{'detected': True, 'success': True, 'target_pos': [57.93144607543945, 48.96244430541992], 'target_vel': [1.8318644762039185, -3.5558786392211914], 'last_known_pos': [57.93144607543945, 48.96244430541992], 'last_known_vel': [1.8318644762039185, -3.5558786392211914]}"
tracking,64,2.547985506206751,12,True,"{'detected': True, 'success': True, 'target_pos': [44.995628356933594, 47.610023498535156], 'target_vel': [1.3687381744384766, -3.758531093597412], 'last_known_pos': [44.995628356933594, 47.610023498535156], 'last_known_vel': [1.3687381744384766, -3.758531093597412]}"
tracking,65,3.7493771953210233,31,True,"{'detected': True, 'success': True, 'target_pos': [15.35961627960205, 82.367431640625], 'target_vel': [3.8235695362091064, -1.1748695373535156], 'last_known_pos': [15.35961627960205, 82.367431640625], 'last_known_vel': [3.8235695362091064, -1.1748695373535156]}"
